OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d
7780;12;OUI;COURS DES;MARECHAUX;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4391220185551457, 48.84260697715694], [2.439479534355287, 48.844349309412394]]}";48.8434781433, 2.43930077646
7786;12;OUI;AVENUE;DAUMESNIL;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4320774989844254, 48.839809272606054], [2.432218277280668, 48.83983912910773]]}";48.8398242009, 2.43214788813
7789;12;OUI;COURS DES;MARECHAUX;VOIE 50;PISTE CYCLABLE SUR TERRE-PLEIN CENTRAL;;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4381303273591732, 48.84100618490385], [2.4381328027917535, 48.840994873177586], [2.4381370145908243, 48.84098408690547], [2.438142859377607, 48.840974090836994], [2.4381501936915715, 48.84096513032606], [2.438158837511685, 48.84095742530878], [2.438168578675031, 48.84095116490511], [2.4381791780843605, 48.84094650277691], [2.4381903755767405, 48.840943553356304], [2.4382018963092666, 48.84094238903695], [2.4385547533610374, 48.840915491031176], [2.438564724868854, 48.84091460490141], [2.4385744024820455, 48.840912043652295], [2.4385835068892927, 48.84090788120557], [2.4385917753229114, 48.840902237696056], [2.438598969142747, 48.84089527600443], [2.43860488072371, 48.84088719705619], [2.4386093394481647, 48.84087823402265], [2.4386122166302258, 48.84086864559121]]}";48.8409315533, 2.43836707904
7791;12;OUI;COURS DES;MARECHAUX;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4386122166302258, 48.84086864559121], [2.438595665075104, 48.8407987994559], [2.4385962337082896, 48.84078764239897], [2.438598683519756, 48.84077674278032], [2.438602943743477, 48.84076641544975], [2.438608891317295, 48.840756958725756], [2.438616354437728, 48.84074864577825], [2.43862511752274, 48.84074171673762], [2.438634927439111, 48.84073637175832], [2.438645500814521, 48.840732765237085], [2.4386565322231335, 48.84073100135303]]}";48.8407889037, 2.43861167383
7794;12;OUI;ESPLANADE;SAINT-LOUIS;AIRE PIETONNE;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.436039796749323, 48.83954646663813], [2.435101977883693, 48.839623660322054], [2.4348511676120466, 48.83961533697405], [2.4347991387450825, 48.83962559011294]]}";48.8395935124, 2.43541932669
7795;12;OUI;AVENUE DES;MINIMES;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4384613297094866, 48.84030191938041], [2.4370546856102675, 48.84042713707719], [2.4370184517358466, 48.840427390869166], [2.4369825578301154, 48.840422432482605], [2.4369477497442475, 48.84041236494944]]}";48.8403687211, 2.43770388352
7798;12;OUI;ESPLANADE;SAINT-LOUIS;AIRE PIETONNE;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4369477497442475, 48.84041236494944], [2.4369288452039544, 48.840404596820356], [2.4369112564302693, 48.84039418718476], [2.436895350116381, 48.84038135306416], [2.436881457879323, 48.84036636202609], [2.4368698693463773, 48.84034952660577], [2.436771418661925, 48.840119317217535]]}";48.8402782085, 2.43684513616
7808;12;OUI;AVENUE;DAUMESNIL;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4221234883077214, 48.83567006598203], [2.4208412282698535, 48.835231563676004], [2.4205408386691545, 48.835123454861055], [2.4202392027284647, 48.83501887385245], [2.419936361877104, 48.834917835014245]]}";48.8352940938, 2.42102986448
7810;12;OUI;AVENUE DE;BEL AIR;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.419917621088758, 48.84339960049793], [2.4199486969127877, 48.84340555468676], [2.4199802499941625, 48.843407913131045], [2.4200118656648364, 48.84340664483631], [2.421516729758303, 48.84327034912973], [2.4218415044111916, 48.84324229376493], [2.4219690900038273, 48.84322671156147], [2.4220957865310275, 48.843205057958805], [2.4222213052420454, 48.843177382307104], [2.4223487878206873, 48.84314287011189], [2.422474919399706, 48.84310370732023], [2.422599530386018, 48.843059946589364], [2.4227224532310876, 48.84301164675877], [2.42278855299496, 48.84298400598733], [2.4229115182796406, 48.8429256274316], [2.4230321582668486, 48.842862583712694], [2.4231502960466016, 48.842794967279765]]}";48.8432179715, 2.4215635176
7812;12;OUI;AVENUE DE;BEL AIR;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4231923037033867, 48.8427912659907], [2.423068309831425, 48.84286240201038], [2.4229414999247294, 48.84292838732045], [2.4228120878267854, 48.842989110647814], [2.4227344792823713, 48.843021579925356], [2.4226031627241817, 48.843073068908296], [2.4224701619685787, 48.84312003648038], [2.4223356326421372, 48.84316242768402], [2.422225559839407, 48.843190875286176], [2.4221144615599486, 48.843215009499865], [2.4220025067632687, 48.84323479362152], [2.421889865711474, 48.843250197563215], [2.4215395061535223, 48.84328102445413], [2.4200521936220394, 48.843416414070006], [2.4200376956957155, 48.843417111720086], [2.4200232898757603, 48.84341533719628], [2.420009394649368, 48.84341114204827], [2.419996413671056, 48.843404648144556], [2.4199847240365533, 48.843396044132206], [2.4199746653282213, 48.84338557995665], [2.419961330298449, 48.84336953170678], [2.419945931383839, 48.84335545183562], [2.4199287562869096, 48.843343603401614], [2.4199101258951226, 48.843334207772585]]}";48.8432262865, 2.42156870972
7845;12;OUI;AVENUE DE;FONTENAY;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.461292497826543, 48.840145371214895], [2.461193794043556, 48.84001025149928], [2.4610919501731434, 48.83987748252555], [2.460977574498845, 48.839745456981596], [2.4608588809213114, 48.83961729936856], [2.4607337657804083, 48.83949444714009], [2.460607264563622, 48.839373022634014], [2.4604920390318705, 48.839272780908324], [2.4603724460563083, 48.83917779224093], [2.460369624474926, 48.83917427375576], [2.460367449462594, 48.839170322758314], [2.460365985722925, 48.83916605678532], [2.46036527680015, 48.839161602743566], [2.460365343783742, 48.839157093134645], [2.4603661846810314, 48.839152662113186], [2.4603677744764867, 48.83914844149595], [2.4603700658758902, 48.83914455684047], [2.4603729907132776, 48.83914112370988], [2.4603764619787793, 48.83913824423506], [2.460380376407045, 48.83913600407641], [2.460384617549244, 48.839134469875546], [2.4603890592372597, 48.83913368727284]]}";48.839618559, 2.46083597846
7848;12;OUI;AVENUE DE;NOGENT;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4606128299458483, 48.838832442867854], [2.460610065982448, 48.838831982989376], [2.4606072640246452, 48.838831979199114], [2.4606044988271893, 48.83883243159819], [2.460601844164082, 48.838833328116834], [2.4605993708603275, 48.83883464483641], [2.4605971449023585, 48.83883634662753], [2.4605952256775536, 48.83883838808731], [2.460593664389813, 48.83884071475069], [2.460592502693465, 48.83884326454353], [2.4605917715819534, 48.83884596943869], [2.460591490560944, 48.838848757271016], [2.460665082447443, 48.83896901848448], [2.460666409139312, 48.83897730927099], [2.4606663114662326, 48.83898570496704], [2.460664792254354, 48.838993962645134], [2.4606618954617163, 48.839001843371285], [2.4606577049063376, 48.83900911911852], [2.4606523418409583, 48.8390155793648], [2.4606459614446217, 48.8390210371844], [2.4606387483326038, 48.8390253346566], [2.4606309112146154, 48.83902834743503], [2.4606226768558335, 48.83902998834566], [2.4606142835155045, 48.83903020990912], [2.460605974052969, 48.83902900571453], [2.460596316936703, 48.83902987339125], [2.4605869261166347, 48.83903228694793], [2.4605780473849563, 48.839036183212976], [2.460569913130631, 48.83904146020682], [2.460562736256919, 48.83904797981119], [2.4605567046089183, 48.839055571384144], [2.4605519760569736, 48.839064036226375], [2.460548674364626, 48.83907315278192], [2.46054688594927, 48.83908268243711], [2.460542950217261, 48.83909047619659], [2.4605377597665643, 48.83909749701527], [2.460531462465468, 48.83910354488036], [2.4605242377147962, 48.83910844749711], [2.460516291337045, 48.839112065197206], [2.4605078497128012, 48.839114294917685], [2.4604021186749434, 48.839142229858496]]}";48.8390128687, 2.46057410126
7849;20;NON;AVENUE DU;TRONE;AIRE PIETONNE;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.399023252895431, 48.84837442504974], [2.398435009216249, 48.84842176525796]]}";48.8483980952, 2.39872913106
7851;20;NON;BOULEVARD DE;BELLEVILLE;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3825081747157384, 48.86772282373858], [2.382496714715784, 48.86773126809632], [2.380831562748693, 48.868952061129434]]}";48.8683374562, 2.38166987882
7857;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3507361813648613, 48.88398029549186], [2.3497060132021654, 48.883907431669186]]}";48.8839438636, 2.35022109728
7862;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352143818583896, 48.88407984304341], [2.3518112063434296, 48.884056322364735]]}";48.8840680827, 2.35197751246
7869;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3560208737286534, 48.88435464068395], [2.355530807047037, 48.884319902493345]]}";48.8843372716, 2.35577584039
7874;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359612675975565, 48.88456722274642], [2.3595810438938116, 48.88456730769486], [2.359075029035988, 48.884566384611546], [2.3590379974592555, 48.8845638241945]]}";48.8845667567, 2.35932529543
7876;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.361310329037313, 48.88456014353692], [2.360839746642712, 48.88456392097656]]}";48.8845620323, 2.36107503784
7879;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.364727813701041, 48.88451702642613], [2.3643204763063927, 48.88454386469407]]}";48.8845304456, 2.364524145
7881;18;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.364820113610179, 48.88451094485885], [2.364727813701041, 48.88451702642613]]}";48.8845139856, 2.36477396366
7885;19;NON;BOULEVARD DE LA;VILLETTE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3650390508815238, 48.88449651896678], [2.364820113610179, 48.88451094485885]]}";48.8845037319, 2.36492958225
7892;19;NON;AVENUE;JEAN JAURES;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.37049699655035, 48.88280517144307], [2.370370265875083, 48.882999347535346]]}";48.8829022595, 2.37043363121
7893;19;NON;BOULEVARD DE LA;VILLETTE;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3704244926946134, 48.88253948725678], [2.370414569447481, 48.88258023432377], [2.370407681742798, 48.88262711530007], [2.3704047719422885, 48.88267441011454], [2.3704060178908644, 48.8826898910696], [2.370409654193304, 48.88270499039615], [2.3704155925180386, 48.88271934130751], [2.370423688613713, 48.88273259519721], [2.370433745813281, 48.8827444301072], [2.370445519811365, 48.88275455854867], [2.3704587245988207, 48.88276273448567], [2.3704660295632753, 48.88276491338415], [2.370472906272371, 48.88276820290939], [2.370479187051811, 48.88277252285313], [2.370484718757808, 48.882777767882494], [2.370489366511178, 48.88278381010832], [2.370493016986088, 48.88279050220345], [2.3704955811732753, 48.88279768099501], [2.37049699655035, 48.88280517144307]]}";48.8826825469, 2.37043015585
7907;19;NON;BOULEVARD DE LA;VILLETTE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3746154380292435, 48.87434246195179], [2.3744283439191767, 48.87450472094667]]}";48.8744235914, 2.37452189097
7910;19;NON;BOULEVARD DE LA;VILLETTE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3754400788468417, 48.87361298489713], [2.3753558291795573, 48.87368896469825], [2.3753218758726966, 48.87369271368363], [2.3752920258095083, 48.873722229435685]]}";48.873670667, 2.37536715532
7916;20;NON;BOULEVARD DE;BELLEVILLE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.378365834246222, 48.87092061592326], [2.3780946225288084, 48.87113730560922], [2.377832480953331, 48.87139422870148]]}";48.8711506642, 2.37809317352
7923;20;NON;BOULEVARD DE;BELLEVILLE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.380831562748693, 48.868952061129434], [2.380575867102144, 48.86916132427945]]}";48.8690566927, 2.38070371493
7926;20;NON;BOULEVARD DE;BELLEVILLE;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3828641512727744, 48.86746051870363], [2.3826081705242865, 48.86764914116514]]}";48.8675548299, 2.3827361609
7932;20;NON;BOULEVARD DE;MENILMONTANT;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3841273523931776, 48.866001119468585], [2.384115577104279, 48.86601138822917], [2.383962239483988, 48.86614837718694]]}";48.8660746831, 2.38404473836
7937;20;NON;BOULEVARD DE;MENILMONTANT;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.385145805456553, 48.86511294700599], [2.384994482810767, 48.86524491495521]]}";48.865178931, 2.38507014413
7963;20;NON;BOULEVARD DE;CHARONNE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3943851623986494, 48.85667081880176], [2.3926037427962625, 48.857594280840054], [2.3925756913853484, 48.857587713731775]]}";48.857139039, 2.39348164635
7965;20;NON;BOULEVARD DE;CHARONNE;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3947221898998374, 48.85628767978389], [2.39468885346229, 48.85633053619378], [2.3946599624313625, 48.856334197289726], [2.3945943846231357, 48.856414056521174]]}";48.8563487115, 2.39465731789
7967;20;NON;BOULEVARD DE;CHARONNE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.395058740039906, 48.8558549869882], [2.3950534593967094, 48.85586180437441], [2.394810195196625, 48.85617454219608]]}";48.8560147699, 2.39493447442
7978;20;NON;BOULEVARD DE;CHARONNE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.396248248629602, 48.85428576798896], [2.39615349623263, 48.85444971554372], [2.3961217682849587, 48.85449030325231]]}";48.8543896142, 2.39618734698
7988;20;NON;BOULEVARD DE;CHARONNE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3977541886524985, 48.85238423474143], [2.3977004529544366, 48.85245359753658]]}";48.8524189161, 2.3977273208
7511;12;NON;BOULEVARD DE;PICPUS;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3988893988698714, 48.847200506344535], [2.401587861735636, 48.845376877428656]]}";48.8462886919, 2.4002386303
7515;12;NON;AVENUE DE;SAINT-MANDE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4033306760036224, 48.84482242254586], [2.4054165668509784, 48.84464563560285]]}";48.8447340291, 2.40437362143
7517;12;NON;AVENUE DE;SAINT-MANDE;VOIE 50;CONTINUITE MIXTE;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40623707754864, 48.84457608399177], [2.406601812219069, 48.8445451649355]]}";48.8445606245, 2.40641944488
8645;20;NON;BOULEVARD;MORTIER;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4087283326055307, 48.86677642490341], [2.408735626209678, 48.86684785403159]]}";48.8668121395, 2.40873197941
8649;20;NON;BOULEVARD;MORTIER;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4086185246223866, 48.865355691048215], [2.408621757035543, 48.865397514261694]]}";48.8653766027, 2.40862014083
8655;20;NON;PLACE DE LA;PORTE DE BAGNOLET;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40887213784559, 48.86422052000031], [2.409000815123141, 48.864259227627315], [2.409086064574654, 48.864311045945556], [2.4091631318251583, 48.86438471527903], [2.4092067312624654, 48.86447893296589]]}";48.8643207576, 2.40906361412
8666;20;NON;PLACE DE LA;PORTE DE BAGNOLET;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40832529992867, 48.864468283178915], [2.408333999390596, 48.86456349048269]]}";48.8645158868, 2.40832964966
8671;20;NON;PLACE DE LA;PORTE DE BAGNOLET;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.408528708919009, 48.864230768371485], [2.4084218607411216, 48.86427069191309]]}";48.8642507301, 2.40847528483
8681;20;NON;RUE;BELGRAND;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4048762949502103, 48.86469023191591], [2.4048033557920117, 48.86469299703464], [2.40461918905204, 48.8647006667191]]}";48.8646953519, 2.40474773813
8697;20;NON;RUE;BELGRAND;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40578080925727, 48.864582557637185], [2.406188967154398, 48.864566690860514]]}";48.8645746242, 2.40598488821
8702;20;NON;AVENUE DE LA;PORTE DE BAGNOLET;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4090865140299518, 48.864692144336956], [2.4111374332166244, 48.86515426692731], [2.4111727100941898, 48.86516685625038], [2.4112062359280153, 48.865183558573946], [2.4112375331923817, 48.865204135998205]]}";48.864936059, 2.41016660922
